entry_id,source_text(原文),translation_zh(译文)
dialogue|12|118|Dialogue Text,"Know her, love her! Heart of a lioness, voice of a lark.","认识她,也敬爱她!母狮般的心,百灵鸟般的嗓子。"
dialogue|12|119|Dialogue Text,"She misses her country, and her husband. But I don't know how much is left of those - either of them - and she likes it here. 'Out of the cold,' she says. And the doctor is helping her with the pain.","她想念她的祖国,还有她的丈夫。但我不知道那两者还剩下多少——无论是哪个——而她喜欢这里。「远离寒冷,」她这么说。医生也在帮她缓解疼痛。"
dialogue|12|11|Dialogue Text,...so it takes me a few moments to recognise him. He's quicker off the mark.,……于是我花了好一会儿才认出他。他却更快认出了我。
dialogue|12|120|Dialogue Text,I don't think she expects ever to leave the Sanitarium alive. Stinking shame.,我看她没指望自己能活着离开疗养院。真他妈的可惜。
dialogue|12|121|Dialogue Text,How about Bessy?,那贝茜呢?
dialogue|12|122|Dialogue Text,"Lovely girl, Bessy. I'm not her type, though.",贝茜是个好姑娘。可惜不是我的类型。
dialogue|12|123|Dialogue Text,"I told you: it got into my dreams once already. It's hard to get it out once it's in there, you know?","我跟你说过:它已经钻进过我的梦里一次了。一旦进了去,就很难把它赶出来,你懂吧?"
dialogue|12|124|Dialogue Text,"Not the friendliest, you know? But he's all right once you get to know him.","不算最友善,你知道吧?不过熟了之后他还行。"
dialogue|12|125|Dialogue Text,"He ran with the <i>zazous</i>, you know? In Paris, during the [[Enemy]] occupation.","他跟那群<i>扎祖青年</i>混过,你知道吧?在巴黎,敌人占领时期。"
dialogue|12|126|Dialogue Text,"Ask him about rue Pigalle some time. If he likes you, he might share some stories.","改天问问他皮加勒街的事。要是他喜欢你,也许会讲上几段故事。"
dialogue|12|127|Dialogue Text,"Maybe she likes 'em <i>intellectual</i>, or maybe she's one of <i>those</i>. Maybe both!","也许她喜欢<i>斯文型</i>的,又或者她是<i>那种人</i>。也许两者都是!"
dialogue|12|128|Dialogue Text,"We have a good laugh, though. Lovely girl...",不过我们处得很开心。多好的姑娘……
dialogue|12|129|Dialogue Text,You like it here?,你喜欢这儿吗?
dialogue|12|130|Dialogue Text,You know. You take what you can get. Better than sleeping on the ground. Or in a barn. Or in a ditch waiting for the spidermist to get me. Or even the barracks back in Ghardaïa. ,你知道的。有什么就凑合什么。总比睡在地上强。比睡在谷仓里强。也比躺在沟里等蜘蛛雾来收拾我强。甚至比加达亚军营里的日子强。
dialogue|12|131|Dialogue Text,"Wish they'd put me back downstairs, though. I don't know how much more of this I can take.","不过,我倒希望他们把我调回楼下。我不知道自己还能撑多久。"
dialogue|12|132|Dialogue Text,So it could be a lot worse. But I never know what's going on behind his eyes. You know what I mean.,"所以说,本来还能糟得多。可我从不知道他那双眼睛后面藏着什么。你明白我的意思。"
dialogue|12|133|Dialogue Text,The world's a big place...,这世界大得很……
dialogue|12|134|Dialogue Text,I can imagine...,可以想见……
dialogue|12|135|Dialogue Text,"It's true. Strathcoyne won't shut up about the [[Incorporate]] states. He's just waiting for his papers to come through. And I know Europe... well, Europe's on the way out. But when it goes, I'll be here to see it go.","千真万确。斯特拉斯科因整天念叨集团诸邦,没完没了。他正等着他的证件批下来。而我知道欧洲……嗯,欧洲气数将尽。可等它完了,我会亲眼看着它完。"
dialogue|12|136|Dialogue Text,"Brr! That's what you turn to thinking, when you spend all day in the dark.","咝!整天待在黑暗里,你就会开始想这些。"
dialogue|12|137|Dialogue Text,Her name is [[Nina Lagasse]]... and I'm certain you'd remember her.,她的名字叫尼娜·拉加斯……而且我敢肯定你一定记得她。
dialogue|12|138|Dialogue Text,Do I. Do I ever. ,记得。岂止是记得。
dialogue|12|139|Dialogue Text,[Vincent shivers - though with what emotion is not immediately obvious.],"[文森特打了个寒颤——至于那是出于何种情绪,一时还看不分明。]"
dialogue|12|13|Dialogue Text,"Lieutenant - Lieutenant [[Huissier]]! It's you, damn your eyes! [Vincent is grinning.]","中尉——韦西耶中尉!是你,真见鬼![文森特咧嘴笑着。]"
dialogue|12|142|Dialogue Text,Actually - I'll talk to you later.,其实——我回头再跟你聊。
dialogue|12|14|Dialogue Text,"Vincent - Vincent Chraibi! In my Légion du Seuil days, we were posted together to watch the Bounds in Algeria. I remember that Vincent was a bit of a scoundrel. But a lot of us were scoundrels, in the Légion. And the two of us always got on.","文森特——文森特·沙莱比!我还在门关军团时,我们曾一同被派驻阿尔及利亚看守边界。我记得文森特有点无赖习气。但在军团里,无赖者大有人在。而且我们俩一直处得来。"
dialogue|12|15|Dialogue Text,"Come to think of it, I saved his leg.","说起来,我还救过他的腿。"
dialogue|12|16|Dialogue Text,Vincent. How's the leg?,文森特。腿怎么样了?
dialogue|12|17|Dialogue Text,"It's, ah... Hobson now. Spencer Hobson.","是,呃……如今是霍布森了。斯宾塞·霍布森。"
dialogue|12|18|Dialogue Text,"Call me Sylvain, Vincent. You're out of the Légion too.","叫我西尔万吧,文森特。你也离开军团了。"
dialogue|12|19|Dialogue Text,"Sylvain. All right, <i>chef</i>. [Vincent chortles.]","西尔万。好的,<i>头儿</i>。[文森特咯咯笑着。]"
dialogue|12|20|Dialogue Text,"Only bad in bad weather. So I stay on this side of the park, hey?","只有遇上坏天气才疼。所以我待在这公园的这一边,嗯?"
dialogue|12|21|Dialogue Text,"Huh. All right. I remember you talked in your sleep, in English.","嚯。行吧。我记得你说梦话,说的是英语。"
dialogue|12|22|Dialogue Text,Weren't you dead? What are you doing here?,你不是死了吗?你在这儿做什么?
dialogue|12|24|Dialogue Text,I'm looking for someone.,我在找一个人。
dialogue|12|25|Dialogue Text,Can I trust you?,我能信你吗?
dialogue|12|26|Dialogue Text,Sylvain. Going somewhere?,西尔万。要出远门?
dialogue|12|27|Dialogue Text,Spencer. Going somewhere?,斯宾塞。要出远门?
dialogue|12|29|Dialogue Text,Out.,出去。
dialogue|12|30|Dialogue Text,Away. Is that likely to cause difficulties for you?,离开。这会给你带来麻烦吗?
dialogue|12|31|Dialogue Text,Don't get in my way.,别挡我的路。
dialogue|12|32|Dialogue Text,Wouldn't dream of it. I was going to offer my help. Want company?,想都不会想。我正想助你一臂之力。要个伴吗?
dialogue|12|33|Dialogue Text,"Heavens, no. Want company?","老天,可别。要个伴吗?"
dialogue|12|34|Dialogue Text,Picking flowers.,采花。
dialogue|12|35|Dialogue Text,Want company? I'll lend a hand with the flowers.,要个伴吗?我来帮你采花。
dialogue|12|36|Dialogue Text,Want company?,要个伴吗?
dialogue|12|39|Dialogue Text,All right. [Gain Vincent's positive Skill modifiers.],好。[获得文森特的正面技艺修正。]
dialogue|12|40|Dialogue Text,"Don't you want to know more about where I'm going, first?",你难道不想先多了解我要去哪儿吗?
dialogue|12|41|Dialogue Text,I'm not sure about this.,我拿不准这事。
dialogue|12|42|Dialogue Text,All right!,好嘞!
dialogue|12|43|Dialogue Text,"[Vincent has joined you as a companion, and will assist with Skill challenges where he can.]","[文森特已成为你的同伴,会在力所能及处协助你应对技艺挑战。]"
dialogue|12|44|Dialogue Text,Easily bored. You remember me. And there are people here I don't like so much.,容易无聊。你还记得我。而且这里有些我不太喜欢的人。
dialogue|12|45|Dialogue Text,Did Aubière put you up to this? Are you spying on me?,是奥比埃指使你的吗?你在监视我?
dialogue|12|46|Dialogue Text,"It'll be dangerous, where I'm going.",我要去的地方会很危险。
dialogue|12|47|Dialogue Text,[Vincent guffaws.] My lieutenant - we were in the Légion!,[文森特放声大笑。]我的中尉——我们可是在军团里待过的人!
dialogue|12|48|Dialogue Text,Are we going back to Algeria?,我们要回阿尔及利亚吗?
dialogue|12|50|Dialogue Text,Good. I don't want to go back to Algeria.,那就好。我可不想回阿尔及利亚。
dialogue|12|51|Dialogue Text,"Oh, my friend, I only wish monsieur le docteur would pay me enough to spy on you.","哦,我的朋友,我倒希望那位医生先生付得起让我监视你的钱呢。"
dialogue|12|52|Dialogue Text,"Travelling light, is it?","轻装上路,是吧?"
dialogue|12|54|Dialogue Text,All right. But call me Spencer. That's my name now. Spencer Hobson. [Gain Vincent's positive Skill modifiers.],好。但叫我斯宾塞。这是我现在的名字。斯宾塞·霍布森。[获得文森特的正面技艺修正。]
dialogue|12|57|Dialogue Text,Sylvain!,西尔万!
dialogue|12|58|Dialogue Text,Spencer!,斯宾塞!
dialogue|12|59|Dialogue Text,Vincent. Can I ask you some questions?,文森特。我能问你几个问题吗?
dialogue|12|66|Dialogue Text,Tell me about Strathcoyne.,跟我说说斯特拉斯科因。
dialogue|12|67|Dialogue Text,"Mathis and I started calling that arm of his 'Annabelle'. I don't know if he overheard us. I stay out of his way now, when I can.",我和马蒂斯开始把他那只胳膊叫作「安娜贝尔」。不知道他有没有偷听到。现在能躲我就躲着他走。
dialogue|12|68|Dialogue Text,Did I tell you? Mathis and I started calling that arm of his 'Annabelle'. I don't think he likes that.,我跟你说过吗?我和马蒂斯把他那只胳膊叫作「安娜贝尔」。我觉得他不喜欢这样。
dialogue|12|69|Dialogue Text,"A wiry, handsome man. His eyes are hidden behind smoked-glass goggles, rather like something an arc-welder might wear.","一个精瘦英俊的男人。双眼藏在烟熏玻璃护目镜后面,像极了电焊工戴的那种东西。"
dialogue|12|70|Dialogue Text,My heart pounds in dismay.,我的心因惊惶而怦怦直跳。
dialogue|12|71|Dialogue Text,The night is entertained...where it can find its place in the shadowless sanitarium. It speculates how it would be if I were alone again.,"夜色自得其乐……在无影的疗养院里,它也能寻到自己的位置。它揣想着,若我再度孤身一人,会是何种光景。"
dialogue|12|72|Dialogue Text,Reconsider -,再想想——
dialogue|12|75|Dialogue Text,"Course you can. Once a Legionnaire, always a Legionnaire. <i>'Honneur et Humanité'</i>, remember?","当然可以。一日为军团兵,终身为军团兵。<i>「荣誉与人性」</i>,还记得吗?"
dialogue|12|76|Dialogue Text,Oho! A woman? Bet it's a woman.,哦嚯!是个女人?我打赌是个女人。
dialogue|12|77|Dialogue Text,Yes. But it's not what you think.,没错。但不是你想的那样。
dialogue|12|78|Dialogue Text,"Not dead, but not far off dead.","没死,但离死也不远了。"
dialogue|12|79|Dialogue Text,"It's been rough, hasn't it? You see much action?",这些年不好过吧?见过不少大场面?
dialogue|12|80|Dialogue Text,No. Thankfully.,没有。谢天谢地。
dialogue|12|81|Dialogue Text,No. But not through choice.,没有。但并非出于选择。
dialogue|12|82|Dialogue Text,"Who is she, then? What is she to you?",那她是谁?她跟你有什么关系?
dialogue|12|84|Dialogue Text,Who is she to me? I've never met her. But her name is [[Nina Lagasse]].,她跟我有什么关系?我从未见过她。但她名叫尼娜·拉加斯。
dialogue|12|85|Dialogue Text,Yes. There's something I need from her.,是的。我有样东西要从她那儿得到。
dialogue|12|86|Dialogue Text,"Yeah, she was here. Not long ago. Don't know where she went. I'll keep my ears open, though, <i>chef</i>. What I know, you'll know.","是啊,她来过这儿。没多久以前。不知道她去了哪儿。不过我会竖起耳朵听着的,<i>头儿</i>。我知道的,你都会知道。"
dialogue|12|87|Dialogue Text,"Thanks, Vincent. ","谢了,文森特。"
dialogue|12|88|Dialogue Text,"The moment you hear <i>anything</i>, yes?","你一听到<i>任何</i>风声,就来告诉我,好吗?"
